Gene,Index
CDC42,3271
DOP1B,3272
FGFBP1,3273
THOC1,3274
REC8,3275
HNRNPDL,3276
DMTF1,3277
PPP4R1,3278
CDH1,3279
SLC12A6,3280
PTBP3,3281
KCNE2,3282
DGCR2,3283
SCO2,3284
NAT2,3285
ADA,3286
CDH2,3287
AKT3,3288
MED6,3289
NAALAD2,3290
NAALADL1,3291
ACOT8,3292
ABI1,3293
GNPDA1,3294
ZBTB33,3295
GS1-600G8.3,3296
CDH3,3297
TANK,3298
EGOT,3299
ACVR2B-AS1,3300
SMIM27,3301
C1orf68,3302
DPY19L1P1,3303
ZNF37BP,3304
HDAC6,3305
LOC100130331,3306
SYCE1L,3307
ARMCX4,3308
CADM3-AS1,3309
CLUHP3,3310
NBPF10,3311
KRTAP4-7,3312
FAM66D,3313
NDUFB2-AS1,3314
JMJD7,3315
HDAC5,3316
PDCD6IP,3317
PDCD6,3318
BCL2L10,3319
BCL2L11,3320
SH2B3,3321
CDH4,3322
GNE,3323
HCN4,3324
INSL5,3325
FRAT1,3326
TROAP,3327
MED16,3328
PIGK,3329
LINC00894,3330
TIMM23,3331
ERVMER34-1,3332
ZNF783,3333
CDH5,3334
CHAF1A,3335
PARP2,3336
PARP3,3337
CDH6,3338
TOM1L1,3339
HMGXB4,3340
TOM1,3341
SH2D3C,3342
SH2D3A,3343
MAMLD1,3344
CST8,3345
RANBP9,3346
DNAJB6,3347
THAP9-AS1,3348
CDH7,3349
SLC17A4,3350
TMEM147-AS1,3351
MICA,3352
SMC4,3353
GJC1,3354
AP1M2,3355
UBA2,3356
SAE1,3357
ABCC5,3358
ABCB6,3359
DNM1L,3360
CDH8,3361
ABCC9,3362
ABCF2,3363
NR1H3,3364
COX17,3365
SCAMP2,3366
SCAMP3,3367
IL18BP,3368
RWDD2B,3369
CDH9,3370
DPP3,3371
SNUPN,3372
HUWE1,3373
PTPRU,3374
TSPAN32,3375
TSSC4,3376
ATP9A,3377
CDH10,3378
USH1C,3379
PQBP1,3380
EDIL3,3381
HHLA1,3382
KCNK7,3383
CDH11,3384
UST,3385
ARPC5,3386
ARPC4,3387
ARPC3,3388
ARPC1B,3389
ACTR3,3390
ACTR2,3391
TSPAN5,3392
TSPAN3,3393
ADAM8,3394
CDH12,3395
TSPAN2,3396
NUBP2,3397
TSFM,3398
TSPAN1,3399
PPIF,3400
CTDSP2,3401
TRIM10,3402
ARPC2,3403
SGK2,3404
RAD50,3405
KIF20A,3406
PREB,3407
HIPK3,3408
FEM1B,3409
CDH13,3410
ACTR1B,3411
ACTR1A,3412
ARL4C,3413
ARL4A,3414
RASGRP1,3415
DNAL4,3416
ZNF263,3417
LRPPRC,3418
FRY,3419
CDH15,3420
PDIA6,3421
TRAP1,3422
OPTN,3423
BCAP31,3424
NAMPT,3425
CELA3A,3426
YAF2,3427
ARFRP1,3428
CDH16,3429
TOB1,3430
LINC01587,3431
AKAP9,3432
FAM13A,3433
G3BP1,3434
SUGP2,3435
EBI3,3436
ADGRG2,3437
CDH17,3438
MBNL2,3439
HNRNPA3P1,3440
ABI2,3441
CEBPZ,3442
PLXNC1,3443
TRIM28,3444
RASA4,3445
AASS,3446
PDZK1IP1,3447
ATP6AP2,3448
CDH18,3449
FARP1,3450
LPAR6,3451
LPCAT3,3452
WASF2,3453
CHST4,3454
SLC25A13,3455
SLC25A15,3456
ZNF197,3457
SERF2,3458
CDK2,3459
DHRS9,3460
RCL1,3461
SORBS3,3462
CNIH1,3463
TENM1,3464
RBM7,3465
CDK3,3466
RBM6,3467
RBM5,3468
LHFPL2,3469
LHFPL6,3470
TNK2,3471
CDK4,3472
TXNDC9,3473
RNF41,3474
ALG3,3475
PRMT3,3476
PSME3,3477
MPHOSPH9,3478
MPHOSPH10,3479
ADAM10,3480
CDK5,3481
MPHOSPH6,3482
NME6,3483
DHRS2,3484
CALCRL,3485
NUTF2,3486
MPZL2,3487
TRIM13,3488
PATJ,3489
USPL1,3490
EIF1,3491
CDK6,3492
TOPORS,3493
FLOT1,3494
DDX39A,3495
PSMD14,3496
SSX3,3497
OLIG2,3498
PRG4,3499
CTDSPL,3500
ANGPTL7,3501
KLRG1,3502
CDK7,3503
GDF11,3504
TRIB1,3505
GPA33,3506
ZNF443,3507
CD96,3508
PLIN3,3509
MFSD10,3510
STX6,3511
COQ7,3512
NBR2,3513
RCAN2,3514
MSLN,3515
LRRC23,3516
LRRC17,3517
RASGRP2,3518
HNRNPR,3519
SLC35B1,3520
DCAF7,3521
AP3S2,3522
CDK8,3523
MRPS31,3524
CALCOCO2,3525
KCNMB2,3526
GPHN,3527
RABEPK,3528
TIMM17B,3529
SLC17A2,3530
RIDA,3531
POP7,3532
GLYAT,3533
CDK9,3534
SRRM1,3535
SPRY1,3536
SPRY2,3537
STAM2,3538
HCG9,3539
CNKSR1,3540
ABCC4,3541
CDKN1A,3542
DENND4A,3543
IGSF6,3544
SF3B4,3545
CDK2AP2,3546
IRX5,3547
RAMP2,3548
RAMP1,3549
RAMP3,3550
ZMPSTE24,3551
CDKN1B,3552
AKAP8,3553
FSTL3,3554
STUB1,3555
STAG1,3556
NET1,3557
UBE4B,3558
EFS,3559
PRSS16,3560
CDKN1C,3561
SIGMAR1,3562
DSCR4,3563
BET1,3564
SAP18,3565
SMNDC1,3566
BCAS2,3567
RGS19,3568
LILRB2,3569
EIF1B,3570
CDKN2A,3571
SPEG,3572
SF3A1,3573
TRAIP,3574
DNAJA2,3575
BCKDK,3576
MAEA,3577
APC2,3578
PAK4,3579
ADAR,3580
CDKN2B,3581
KATNB1,3582
DLEU1,3583
SNAPC5,3584
APBB3,3585
ZNF267,3586
CCNO,3587
CDKN2C,3588
VPS26C,3589
TCIRG1,3590
RTN3,3591
LANCL1,3592
NMUR1,3593
B3GALT5,3594
TNIP1,3595
LAMC3,3596
CDKN2D,3597
IKZF1,3598
CRISP3,3599
SMYD5,3600
KLHL41,3601
RRAGB,3602
SIRPB1,3603
AKR1A1,3604
EMC8,3605
RXYLT1,3606
CDKN3,3607
CNPY2,3608
B3GNT3,3609
CLEC4M,3610
TLR6,3611
PCGF3,3612
TFG,3613
PKDREJ,3614
TRDN,3615
TRIM22,3616
ABCA7,3617
ABCA8,3618
WARS2,3619
CDO1,3620
NPM3,3621
HMG20B,3622
HMG20A,3623
KLF2,3624
MICU1,3625
CACNG3,3626
CACNG2,3627
CITED2,3628
SEMA3A,3629
TUBA1B,3630
IRF9,3631
CDR1,3632
BPNT1,3633
TUBB3,3634
TUBB4A,3635
TUBB4B,3636
BTN3A3,3637
BTN2A2,3638
SYCP2,3639
SCML2,3640
CDR2,3641
CEPT1,3642
CORO2B,3643
MYL12B,3644
NOD1,3645
ANAPC10,3646
PRG3,3647
DLC1,3648
ATP8A1,3649
NDRG1,3650
MYL9,3651
RACK1,3652
ADARB1,3653
CDS1,3654
PEMT,3655
PIAS3,3656
ST3GAL6,3657
NDC80,3658
CPQ,3659
WFDC2,3660
SPAG11B,3661
MYCNOS,3662
BASP1,3663
CDSN,3664
IFITM3,3665
RAPGEF3,3666
NSA2,3667
YAP1,3668
SPON2,3669
SPON1,3670
PRMT5,3671
TESK2,3672
CD2BP2,3673
UBAC1,3674
CDIPT,3675
PGRMC2,3676
ARIH2,3677
TUBGCP3,3678
SEC24B,3679
CFDP1,3680
CD52,3681
TMEM147,3682
RBM14,3683
LYPLA1,3684
CDC42EP2,3685
IFI30,3686
C1D,3687
OLFM1,3688
CDX1,3689
TIMM17A,3690
N4BP2L2,3691
ZER1,3692
MCRS1,3693
LRRN2,3694
FAM3C,3695
ACAA2,3696
CDX2,3697
PPIE,3698
VAV3,3699
TOMM40,3700
TAB1,3701
ECI2,3702
HAX1,3703
GPNMB,3704
BAIAP2,3705
CDX4,3706
TACC3,3707
MERTK,3708
CLEC10A,3709
SLC30A9,3710
PIBF1,3711
PPIH,3712
COG5,3713
ZNHIT1,3714
FST,3715
TIMM44,3716
CLGN,3717
PFDN6,3718
ZBTB18,3719
HMGN4,3720
TADA3,3721
TRIM38,3722
ATP5PD,3723
UBE2E3,3724
SLC25A17,3725
SLC9A6,3726
CEACAM5,3727
EIF3M,3728
HOXB13,3729
NXF1,3730
SEC23B,3731
SEC23A,3732
C1orf61,3733
CAP2,3734
CAP1,3735
CREB3,3736
LRRC41,3737
VTI1B,3738
CRTAP,3739
SYNCRIP,3740
VAT1,3741
STK25,3742
ENOX2,3743
UNC13B,3744
CARM1,3745
NCOA2,3746
ADARB2,3747
CEBPA,3748
SEMA6C,3749
SEMA6B,3750
SEMA4F,3751
SEMA4D,3752
CEBPB,3753
SEMA3C,3754
APPBP2,3755
MYBBP1A,3756
FBLN5,3757
CIB2,3758
CIB1,3759
CEBPD,3760
ZNF211,3761
DDX17,3762
DEAF1,3763
CHERP,3764
KAT5,3765
HYOU1,3766
IPO8,3767
IPO7,3768
NOP56,3769
NEBL,3770
CEBPE,3771
PITRM1,3772
ATG7,3773
RNASEH2A,3774
P3H3,3775
BATF,3776
GLRX3,3777
CEBPG,3778
DCTN2,3779
ANP32B,3780
LAMTOR5,3781
PROCR,3782
PRDX4,3783
ARL6IP5,3784
AGR2,3785
ARPC1A,3786
HTATIP2,3787
AGPAT1,3788
AGPAT2,3789
RPP30,3790
RPP38,3791
SPTLC1,3792
SLC35A1,3793
SLC19A2,3794
IFI44,3795
OLFM4,3796
CXCL13,3797
ARFGEF2,3798
ARFGEF1,3799
AKAP3,3800
RABAC1,3801
SLC34A2,3802
CELP,3803
DPYSL4,3804
SIVA1,3805
MRPL28,3806
CCT7,3807
CCT4,3808
CCT2,3809
NPC2,3810
GNLY,3811
TACC2,3812
CENPA,3813
SORBS1,3814
IFITM2,3815
COLEC10,3816
POMT1,3817
MAB21L2,3818
TXNRD2,3819
MTHFS,3820
DRAP1,3821
CENPB,3822
SCGN,3823
DNPH1,3824
SMC2,3825
PRPF8,3826
ERN2,3827
AHSA1,3828
SLCO1B1,3829
CENPC,3830
USP16,3831
CDC42EP3,3832
SH2B2,3833
PAIP1,3834
PAICS,3835
TBL3,3836
MXD4,3837
P3H4,3838
ST6GALNAC2,3839
PDLIM5,3840
TRIM3,3841
ERLIN1,3842
HEXIM1,3843
SPAG5,3844
RBCK1,3845
STAMBP,3846
TGOLN2,3847
CENPE,3848
ARID3B,3849
POLR3F,3850
POLR3G,3851
POLR3C,3852
IVNS1ABP,3853
TRIM16,3854
MYL12A,3855
TXNIP,3856
TAF6L,3857
CENPF,3858
PDPN,3859
POSTN,3860
ATP5MG,3861
RASL10A,3862
GAS2L1,3863
RAD51AP1,3864
RGS14,3865
LEFTY1,3866
EXOC5,3867
NPRL2,3868
IGF2BP3,3869
IGF2BP2,3870
CAMKK2,3871
SCGB1D2,3872
SCGB1D1,3873
PRELID3A,3874
MTX2,3875
YKT6,3876
SPINT2,3877
PMVK,3878
KHDRBS3,3879
KHDRBS1,3880
CELF1,3881
CELF2,3882
CES1,3883
LBX1,3884
KLF1,3885
CXCR6,3886
CTCF,3887
TSBP1,3888
CD226,3889
FARS2,3890
CGRRF1,3891
CGREF1,3892
RRAGA,3893
DCTN6,3894
GNA13,3895
CSPG5,3896
AVIL,3897
B3GNT2,3898
CETN1,3899
GNB5,3900
EBP,3901
DLL3,3902
CLDN16,3903
PNMA2,3904
CETN2,3905
FUT9,3906
GMEB1,3907
RRH,3908
CCT6B,3909
CCT8,3910
CNPY3,3911
CORIN,3912
ADCY1,3913
CETN3,3914
CETP,3915
FAM189B,3916
USP39,3917
POLD3,3918
TBR1,3919
CFL1,3920
POLQ,3921
SLC12A7,3922
OGA,3923
NFAT5,3924
NUDC,3925
PTGES3,3926
YME1L1,3927
TCFL5,3928
PLK4,3929
STAG3,3930
STAG2,3931
SIX2,3932
RFPL3,3933
RFPL2,3934
RFPL1S,3935
RBBP9,3936
RAI2,3937
RAI1,3938
PTTG2,3939
PHTF1,3940
MAP3K2,3941
MASP2,3942
KIF1C,3943
CTSC,3944
GRAP,3945
CHL1,3946
CAPN9,3947
GIPC1,3948
TRAF3IP2,3949
PLAC1,3950
NUP50,3951
NES,3952
KDM5B,3953
TOB2,3954
HBS1L,3955
AHCYL1,3956
PLK2,3957
ZMYND11,3958
SRSF10,3959
ZBTB6,3960
POP4,3961
ARPP19,3962
ARPP21,3963
ZNF271P,3964
ZNF234,3965
ZNF266,3966
ZNF274,3967
WDR4,3968
SLC17A3,3969
NCKAP1,3970
IQGAP2,3971
VAMP5,3972
ZNF273,3973
ZNF460,3974
ZNF268,3975
MTHFD2,3976
OR5I1,3977
RPP40,3978
ADCY2,3979
CFTR,3980
CYSLTR1,3981
SEC24A,3982
CCR9,3983
ENTR1,3984
HSPH1,3985
CGA,3986
WASF3,3987
UTP14A,3988
CPLX2,3989
SPINT3,3990
FRS3,3991
FRS2,3992
OR7E14P,3993
NEU3,3994
FAXDC2,3995
FAM114A2,3996
CEACAM3,3997
ALDH1L1,3998
FTCD,3999
PPP1R17,4000
TUBGCP2,4001
CLPX,4002
PDE10A,4003
SRCAP,4004
PPP1R13L,4005
CCL27,4006
HPSE,4007
RUVBL2,4008
PGRMC1,4009
CYP46A1,4010
LILRB1,4011
SLC26A1,4012
ADAM28,4013
SLC22A7,4014
ARID5A,4015
HCP5,4016
TSPAN9,4017
USP20,4018
USP19,4019
CEACAM7,4020
CD300C,4021
ME3,4022
NMU,4023
FGL2,4024
EDDM3A,4025
CFHR4,4026
SMR3B,4027
CEACAM8,4028
ACTL7B,4029
ACTL7A,4030
C1QL1,4031
MRPS30,4032
WDR3,4033
CEACAM4,4034
PPARGC1A,4035
MALT1,4036
MMP24,4037
LYVE1,4038
PPBPP2,4039
YIF1A,4040
CPSF4,4041
JTB,4042
ADCY3,4043
RUNDC3A,4044
BRD8,4045
MTMR11,4046
BLCAP,4047
MAN1A2,4048
TRAFD1,4049
TXNL4A,4050
PNPLA6,4051
UTS2,4052
GADD45G,4053
EDAR,4054
PAPOLA,4055
TCERG1,4056
MAGED2,4057
BTNL3,4058
EHMT2,4059
COPS8,4060
RNPS1,4061
FASTK,4062
SUB1,4063
SMPDL3A,4064
DBF4,4065
SPIN1,4066
RALBP1,4067
APOBEC2,4068
MORF4L1,4069
PRDX3,4070
GPR75,4071
EHD1,4072
AFG3L2,4073
POP1,4074
PRSS21,4075
MSL3,4076
C11orf58,4077
KDELR1,4078
SF3A3,4079
AP3M2,4080
STARD3,4081
HNRNPA0,4082
BTG3,4083
CBX1,4084
SEC61B,4085
TOMM34,4086
PDIA5,4087
SERINC3,4088
OS9,4089
PNRC1,4090
TMED2,4091
LMAN2,4092
ERP29,4093
MLLT11,4094
STIP1,4095
IFI44L,4096
RAB40B,4097
EBNA1BP2,4098
CKAP4,4099
YWHAQ,4100
TMED10,4101
ASCC3,4102
ADIRF,4103
UQCR11,4104
CLP1,4105
FERMT2,4106
COPS6,4107
RAB32,4108
MAPRE2,4109
CCNI,4110
GCN1,4111
COPS5,4112
METAP2,4113
IMMT,4114
LILRB5,4115
SF3B2,4116
SDS,4117
ILVBL,4118
SLC27A5,4119
SLC27A3,4120
SLC27A2,4121
KIF2C,4122
SPINK5,4123
LILRB4,4124
CCDC85B,4125
IL24,4126
CHAD,4127
GLIPR1,4128
TLK2,4129
KLK11,4130
TMSB15A,4131
KDELR2,4132
KDELR3,4133
ATF7,4134
SNRNP27,4135
TMED1,4136
LIAS,4137
RCBTB2,4138
IFT27,4139
RAB35,4140
TDRKH,4141
LILRA1,4142
LILRB3,4143
LILRA3,4144
LILRA2,4145
CHAT,4146
RBPMS,4147
RAB31,4148
ADAP1,4149
DSTN,4150
STON1,4151
RCC1,4152
PIM2,4153
B4GAT1,4154
MID2,4155
TENT4A,4156
UPK1A,4157
SLC35D2,4158
ADRM1,4159
CHD1,4160
NUDT21,4161
CPSF6,4162
OGFR,4163
ZPBP,4164
DDX52,4165
ABHD2,4166
WWP1,4167
CHD2,4168
WWP2,4169
CNMD,4170
DUS4L,4171
SOX30,4172
CNTRL,4173
UBE2C,4174
SNRNP35,4175
DEPP1,4176
CYB561D2,4177
RAPGEF4,4178
CHD3,4179
TMEM115,4180
DUSP14,4181
TOPBP1,4182
TRIM31,4183
STMN2,4184
TPPP,4185
HSF2BP,4186
TRIOBP,4187
RER1,4188
CHD4,4189
DNAJB4,4190
KERA,4191
ESM1,4192
DIDO1,4193
ADAM30,4194
ADAM29,4195
AKR1C4,4196
SPACA9,4197
ADAMTS13,4198
CACFD1,4199
ADAMTS8,4200
ADAMTS5,4201
PRSS23,4202
PTPN21,4203
HNRNPUL1,4204
RPP14,4205
KRR1,4206
KATNA1,4207
PRDM5,4208
PRDM4,4209
CHEK1,4210
CIT,4211
FGFR1OP,4212
EMILIN1,4213
BTN3A2,4214
BTN3A1,4215
FOXN3,4216
BTN2A1,4217
PTPRT,4218
RCAN3,4219
FAF1,4220
CD160,4221
KIF3A,4222
CLASRP,4223
CHGA,4224
ZWINT,4225
CAPN11,4226
CAPN10,4227
KPTN,4228
CDC42EP1,4229
SLC7A9,4230
PWP1,4231
TBC1D8,4232
CHGB,4233
CDC37,4234
IL1RAPL1,4235
PKIG,4236
KAT7,4237
DMC1,4238
PLAAT3,4239
GLMN,4240
HHLA3,4241
HHLA2,4242
CORO1A,4243
WDR45,4244
FICD,4245
AP4S1,4246
LDB3,4247
PTP4A3,4248
LSM6,4249
CHI3L1,4250
ERLIN2,4251
ERG28,4252
NUDT6,4253
NUDT4,4254
NUDT3,4255
SOX21,4256
FSTL1,4257
PSIP1,4258
WDHD1,4259
CHI3L2,4260
FAM107A,4261
STRAP,4262
INSL6,4263
ADAMTS7,4264
ADAMTS6,4265
BAZ2A,4266
BAZ1A,4267
LZTS1,4268
ZNF277,4269
CHIT1,4270
WDR6,4271
TREH,4272
SLC2A6,4273
MAP4K5,4274
MAP4K1,4275
RASSF1,4276
PKP3,4277
NISCH,4278
CELF3,4279
CHKA,4280
CEP250,4281
PTENP1,4282
WBP4,4283
ABCB8,4284
SEC23IP,4285
WIF1,4286
SUPT16H,4287
ANXA10,4288
ADCY6,4289
CHKB,4290
CHEK2,4291
POLI,4292
KLK8,4293
CHM,4294
FZD10,4295
PLPBP,4296
IRAK3,4297
AKAP13,4298
AKAP11,4299
AKAP10,4300
TREX2,4301
CHML,4302
DUSP10,4303
MRPL3,4304
RPL35,4305
GALNT6,4306
RASSF8,4307
CHN1,4308
PRAF2,4309
SEC63,4310
POLG2,4311
HPS5,4312
PDCD10,4313
RNF139,4314
RNF24,4315
CA5B,4316
EGLN2,4317
EGLN3,4318
CHN2,4319
PADI2,4320
PMF1,4321
GPR176,4322
CAVIN3,4323
NXPH4,4324
ERI2,4325
NXPH3,4326
GPR45,4327
PTGDR2,4328
PACSIN2,4329
MAN1B1,4330
SLC6A14,4331
HRH3,4332
TP53TG1,4333
DCTN3,4334
FILIP1L,4335
XPOT,4336
CHP1,4337
RWDD2A,4338
SP140,4339
PXMP4,4340
DUSP12,4341
SNF8,4342
PRR4,4343
ATXN2L,4344
USP18,4345
KLHL2,4346
SYNRG,4347
KLF12,4348
KLF8,4349
SCN11A,4350
POU6F2,4351
MGAT4B,4352
PNKP,4353
B4GALT7,4354
SGF29,4355
CHRM2,4356
MED8,4357
ADCY7,4358
LYST,4359
SLCO2B1,4360
CHRM3,4361
VPS45,4362
LYPLA2,4363
CD300A,4364
AHNAK2,4365
PARK7,4366
COPE,4367
RBPJL,4368
IZUMO4,4369
SCAMP4,4370
GPR182,4371
ECD,4372
CHRM4,4373
MGAT4A,4374
GPN1,4375
TMC6,4376
DDX42,4377
LARP4,4378
VSIG4,4379
FKBP9,4380
STK38,4381
CHRM5,4382
CTRC,4383
PHB2,4384
ACOT7,4385
PDAP1,4386
TUSC2,4387
CBX3,4388
EXOC3,4389
U2AF2,4390
OIP5,4391
CHRNA1,4392
EXOSC8,4393
SCRG1,4394
TEX261,4395
RNF13,4396
MGLL,4397
TWF2,4398
GABARAPL2,4399
TUBA3D,4400
SYNPO,4401
CHRNA2,4402
CHRNA3,4403
CYP2U1,4404
CHRNA4,4405
PIK3IP1,4406
CHRNA5,4407
ZNF257,4408
DTX2,4409
ADCY8,4410
CHRNB1,4411
TOE1,4412
MCM3AP-AS1,4413
BUD23,4414
TRIM9,4415
CHRNB2,4416
TXNRD3,4417
CHRNB3,4418
CHRNB4,4419
EFHC1,4420
CHRND,4421
CHRNE,4422
NLRP3,4423
CHRNG,4424
ERMAP,4425
CHUK,4426
TUBGCP5,4427
KLHL29,4428
CROCCP3,4429
OSBPL1A,4430
OSBPL7,4431
OSBPL8,4432
OSBPL9,4433
OSBPL10,4434
OSBPL11,4435
C1QTNF1,4436
C1QTNF3,4437
CIDEA,4438
TMEM123,4439
MRFAP1L1,4440
ADCY9,4441
CKB,4442
ATG4A,4443
KCTD12,4444
CIRBP,4445
LRRC42,4446
CISH,4447
TBCB,4448
KIR3DL3,4449
ARHGAP33,4450
TRMT61A,4451
CKM,4452
DHRS1,4453
TSR3,4454
ADCYAP1,4455
CKMT2,4456
OSR2,4457
ERCC8,4458
KLHDC3,4459
ACSM1,4460
CKS1B,4461
LYPD1,4462
CKS2,4463
RPL39L,4464
ARAP2,4465
ARAP1,4466
AGAP2,4467
AGAP1,4468
ADCYAP1R1,4469
MIA2,4470
SSX2IP,4471
FTSJ3,4472
SLC16A10,4473
AP2M1,4474
AP1S1,4475
AP2S1,4476
AP3S1,4477
CLC,4478
CLCA1,4479
ADD1,4480
CLCN1,4481
CLCN2,4482
CLCN3,4483
CLCN4,4484
CLCN5,4485
RPL23AP7,4486
CFAP70,4487
CLCN6,4488
CLCN7,4489
CLCNKB,4490
PDZD8,4491
ADD2,4492
CLU,4493
CLIC1,4494
CLIC2,4495
CLK2,4496
CLK3,4497
SERPINA3,4498
ADD3,4499
TPP1,4500
CLN3,4501
CYP2R1,4502
CLN5,4503
DNAJC24,4504
CLNS1A,4505
CLPS,4506
CLPTM1,4507
FAM186A,4508
CLTA,4509
CLTB,4510
CLTC,4511
CMA1,4512
CLBA1,4513
MRPL52,4514
PLIN2,4515
CCR1,4516
CCR3,4517
CCR4,4518
CCR5,4519
CCR6,4520
CCR7,4521
CCR8,4522
ACKR2,4523
NTAN1,4524
DNAAF1,4525
ADH1A,4526
CMKLR1,4527
SPATA2L,4528
LTB4R,4529
IQCK,4530
PAQR4,4531
ABCC2,4532
SLC38A10,4533
CANT1,4534
LSM12,4535
ADH1B,4536
TBC1D16,4537
CNGB1,4538
ZNF816,4539
CNGA1,4540
ADH1C,4541
ZNF813,4542
ZNF440,4543
CNGA3,4544
ZNF787,4545
ZNF573,4546
IRGQ,4547
ZNF428,4548
PLK3,4549
MFSD12,4550
MISP,4551
HSPB6,4552
CNN1,4553
CNN2,4554
CNN3,4555
CNP,4556
CNR1,4557
CNR2,4558
CNTFR,4559
CNTN1,4560
GJB4,4561
RNF19B,4562
COL1A1,4563
C1orf216,4564
COL1A2,4565
SYT2,4566
ADH5,4567
COL2A1,4568
COL3A1,4569
COL4A1,4570
COL4A2,4571
COL4A3,4572
TSHZ2,4573
COL4A4,4574
COL4A5,4575
COL4A6,4576
COL5A1,4577
COL5A2,4578
ZNF280A,4579
EMID1,4580
COL6A1,4581
COL6A2,4582
COL6A3,4583
COL7A1,4584
COL8A1,4585
COL8A2,4586
MBOAT2,4587
COL9A1,4588
COL9A2,4589
COL9A3,4590
AADAC,4591
ADH6,4592
COL10A1,4593
FAM168B,4594
COL11A1,4595
COL11A2,4596
COL13A1,4597
COL15A1,4598
COL16A1,4599
COL17A1,4600
MTERF4,4601
ADH7,4602
COL19A1,4603
COMP,4604
COMT,4605
COPA,4606
FAM131A,4607
COPB1,4608
CRYBG3,4609
DCBLD2,4610
LRRC15,4611
KLF6,4612
TPRA1,4613
SLC31A1,4614
SLC31A2,4615
ADK,4616
CORT,4617
MAP3K8,4618
COX4I1,4619
COX5B,4620
ADM,4621
PRRC1,4622
COX6A1,4623
COX6A2,4624
ADORA1,4625
COX6B1,4626
COX6C,4627
COX7A1,4628
COX7A2,4629
COX7B,4630
COX7C,4631
COX8A,4632
PACRG,4633
COX10,4634
COX11,4635
COX15,4636
CP,4637
CPA1,4638
CPA2,4639
CPA3,4640
OR2F2,4641
ADORA2B,4642
CPB1,4643
CPB2,4644
CPD,4645
CPE,4646
CLDN4,4647
CLDN3,4648
CLDN7,4649
CPM,4650
CPN1,4651
CPN2,4652
CPOX,4653
CPS1,4654
CPT1A,4655
CPT2,4656
CR1,4657
UBXN2B,4658
CR2,4659
RALYL,4660
HGSNAT,4661
CRABP1,4662
NACC2,4663
C9orf116,4664
CRABP2,4665
CRAT,4666
CREB1,4667
ATF2,4668
CREBBP,4669
ATF6B,4670
CREBL2,4671
CREM,4672
MAGEC3,4673
CRH,4674
CRHBP,4675
APOOL,4676
CRHR1,4677
CRHR2,4678
VENTXP1,4679
CRIP1,4680
CRIP2,4681
CRK,4682
CRKL,4683
AAMP,4684
ADORA3,4685
CRMP1,4686
CRP,4687
TCP10L,4688
HAPLN1,4689
ASB6,4690
ASB7,4691
ASB8,4692
ASB9,4693
MYL6B,4694
ZNF358,4695
RNF32,4696
CHODL,4697
TCEAL2,4698
CRX,4699
NEK7,4700
CRY1,4701
SOGA1,4702
CRY2,4703
RPL10L,4704
TRPM6,4705
ZNF280B,4706
SIRPA,4707
SREK1,4708
CRYAA,4709
ADPRH,4710
CRYAB,4711
CRYBA1,4712
CRYBA2,4713
CRYBA4,4714
CRYBB1,4715
CRYBB2,4716
CRYBB2P1,4717
CRYBB3,4718
CRYGA,4719
CRYGB,4720
PARP1,4721
CRYGC,4722
CRYGD,4723
RAB40A,4724
CRYM,4725
CRYZ,4726
PARP4,4727
CS,4728
MAPK14,4729
CSE1L,4730
CSF1,4731
CSF1R,4732
CSF2,4733
CSF2RA,4734
CSF2RB,4735
CSF3,4736
CSF3R,4737
CSH1,4738
CSHL1,4739
TMEM120B,4740
CSK,4741
CSN1S1,4742
FBXL14,4743
CSN2,4744
CSN3,4745
CSNK1A1,4746
CSNK1D,4747
SLC38A6,4748
CSNK1E,4749
CSNK1G2,4750
CSNK1G3,4751
CSNK2A1,4752
CSNK2A2,4753
ADRA1D,4754
CSNK2B,4755
TTBK2,4756
VCAN,4757
BEAN1,4758
NCAN,4759
CSPG4,4760
CSRP1,4761
ZNF688,4762
C16orf71,4763
CSRP2,4764
TOM1L2,4765
B3GNTL1,4766
DNAH2,4767
SLC25A10,4768
CST1,4769
KIF18B,4770
ADRA1B,4771
CST2,4772
CST3,4773
WIPF2,4774
CST4,4775
CST5,4776
C18orf25,4777
CST6,4778
CSTA,4779
CSTB,4780
ZNF480,4781
CSTF1,4782
CSTF2,4783
CSTF3,4784
SIX5,4785
ADRA1A,4786
TICAM1,4787
ZNRF4,4788
NKX2-5,4789
ATP8B3,4790
CTBS,4791
CTBP1,4792
FAM163A,4793
CTBP2,4794
CTF1,4795
CCN2,4796
ZNF362,4797
CTH,4798
CNIH3,4799
CTLA4,4800
CTNNA1,4801
CTNNA2,4802
RNF187,4803
PYHIN1,4804
CTNS,4805
CTNNB1,4806
LSM14B,4807
AANAT,4808
ADRA2A,4809
CTNND1,4810
SIK1,4811
CTNND2,4812
CCT8L2,4813
ZDHHC8P1,4814
CTPS1,4815
CTRL,4816
FBXO41,4817
CTSB,4818
CTSD,4819
LINC01963,4820
ADRA2B,4821
CTSE,4822
KANSL1L,4823
CTSG,4824
CTSH,4825
KLHL23,4826
CTSK,4827
CTSL,4828
CTSV,4829
CTSO,4830
PPP4R2,4831
ADRA2C,4832
CTSS,4833
RNF38,4834
ROPN1B,4835
CTSW,4836
SPICE1,4837
CTSZ,4838
CUX1,4839
CX3CR1,4840
CXADR,4841
PAQR3,4842
TEX28,4843
CYB5A,4844
