Gene,Index
NAA10,1700
UBL4A,1701
TMEM187,1702
CAPN6,1703
LAGE3,1704
SLC10A3,1705
TKTL1,1706
KDM5D,1707
USP9Y,1708
EPX,1709
ARID1A,1710
CAPZA1,1711
DYSF,1712
COLQ,1713
TRRAP,1714
CAPZA2,1715
PICALM,1716
SNN,1717
ACOX2,1718
CAST,1719
ACOX3,1720
AXIN1,1721
BAP1,1722
BRAP,1723
CDC7,1724
CDC45,1725
CAPZB,1726
FZD1,1727
FZD4,1728
FZD6,1729
FZD7,1730
FZD8,1731
FZD9,1732
GFI1B,1733
PITPNM3,1734
CASP1,1735
TCF7L1,1736
ADPGK,1737
SH3BGRL3,1738
SF3B5,1739
INO80B,1740
GSG1,1741
CCDC70,1742
SLC25A31,1743
PUS7L,1744
PMFBP1,1745
DRC3,1746
ABHD11,1747
RAB33B,1748
EMC6,1749
CDCA3,1750
MXD3,1751
APH1B,1752
GLT8D2,1753
DOHH,1754
ARHGAP24,1755
PUS3,1756
EPPK1,1757
SCRT1,1758
PLVAP,1759
CASP2,1760
CASP3,1761
TMEM47,1762
ZMIZ2,1763
C11orf68,1764
DYNLRB1,1765
TLN2,1766
TRAPPC9,1767
CASP4,1768
JAM3,1769
NRIP2,1770
ESPN,1771
CRISPLD2,1772
HYAL3,1773
INHBE,1774
ATG10,1775
ITCH,1776
GRWD1,1777
ZNF484,1778
LONP2,1779
RBM4B,1780
FRMD8,1781
MAD1L1,1782
CASP5,1783
NME5,1784
OR1A1,1785
OR1E1,1786
CASP6,1787
OR1G1,1788
OR3A3,1789
RASSF4,1790
PIP5K1A,1791
TM2D1,1792
TSSK1B,1793
PIP5K1B,1794
NACA4P,1795
PIP4K2B,1796
PLA2G6,1797
NCALD,1798
FAM172A,1799
PLA2G10,1800
BRIP1,1801
CASP7,1802
SLC25A11,1803
SOX14,1804
OBSCN,1805
EMILIN2,1806
SPARCL1,1807
SPOP,1808
ADGRV1,1809
SRPX,1810
RBM48,1811
MAGT1,1812
TMEM222,1813
TAGLN2,1814
ANKRD27,1815
ULK1,1816
UXT,1817
CASP8,1818
ZIC4,1819
EEA1,1820
BCAR3,1821
ZNF394,1822
KAT8,1823
ARID5B,1824
ANXA9,1825
KIAA1109,1826
ASCC2,1827
ANTXR1,1828
STX7,1829
POLR1B,1830
SLC49A3,1831
CMAHP,1832
TMEM164,1833
BFSP2,1834
SETD3,1835
USP48,1836
CASP9,1837
SNHG3,1838
IQCG,1839
BBOX1,1840
ZDHHC18,1841
LTBP4,1842
GARNL3,1843
HSDL2,1844
RPAIN,1845
ZNF282,1846
POLDIP3,1847
YIPF4,1848
STK24,1849
EFCAB2,1850
GINS4,1851
LLPH,1852
CASP10,1853
DDI2,1854
NR0B2,1855
UTF1,1856
RECK,1857
SOAT2,1858
CAVIN2,1859
ARFGAP2,1860
RASAL1,1861
RAD54L,1862
NSMAF,1863
CASQ1,1864
NCK2,1865
GNPAT,1866
ZNF528,1867
DYRK3,1868
DOT1L,1869
DYRK2,1870
DUSP11,1871
DOC2B,1872
DOC2A,1873
DHX16,1874
CASQ2,1875
CUL4B,1876
CUL4A,1877
DCTN5,1878
CUL3,1879
HOPX,1880
CUL2,1881
CUL1,1882
MAK16,1883
ATRN,1884
FOXN1,1885
MT4,1886
SLC12A8,1887
TTF2,1888
TPST2,1889
CASR,1890
TPST1,1891
PARD6B,1892
TUBB6,1893
ZGPAT,1894
KLF11,1895
SUPT3H,1896
GLYR1,1897
ADGRE3,1898
USP32,1899
SMARCA5,1900
SLC9A7,1901
FKBP6,1902
LOXL3,1903
CAT,1904
SORBS2,1905
GTPBP3,1906
PIGO,1907
PSRC1,1908
PRRC2B,1909
OGT,1910
CBX2,1911
UNC119B,1912
PCGF1,1913
CDC42BPA,1914
GPR65,1915
NAA11,1916
HIRIP3,1917
TUBA1C,1918
RAE1,1919
MFSD9,1920
CROCCP2,1921
OFD1,1922
IL17RC,1923
SEMA7A,1924
POLR2J4,1925
LMNB2,1926
CILP,1927
ADTRP,1928
GALR3,1929
TRIM52,1930
LRCH3,1931
KLHL22,1932
RIOX2,1933
CBR4,1934
GEMIN2,1935
ADO,1936
RGS5,1937
RNFT2,1938
NFATC2IP,1939
FAM136A,1940
AOPEP,1941
MAP4K3,1942
ZNF587,1943
PRSS12,1944
TMEM209,1945
PPM1D,1946
RITA1,1947
PWWP3A,1948
WDR73,1949
PPFIBP2,1950
TNS4,1951
PPFIBP1,1952
PPFIA4,1953
MFSD5,1954
RANBP3,1955
MIR22HG,1956
ARHGAP19,1957
PPFIA2,1958
RBM17,1959
PPFIA1,1960
FAM86B1,1961
SLC43A1,1962
PKP4,1963
REPS1,1964
PIK3R3,1965
PEX3,1966
PARG,1967
CNTNAP1,1968
ENC1,1969
NIPSNAP1,1970
NDST2,1971
MBL1P,1972
LIPF,1973
KCNAB2,1974
ITGA10,1975
ITGA8,1976
IKBKG,1977
ELP1,1978
IFITM1,1979
HAT1,1980
GCM1,1981
GAS7,1982
DGKZ,1983
DGKE,1984
DGKD,1985
DDO,1986
CYP4F2,1987
KRTAP2-4,1988
CST7,1989
YBX3,1990
COPS3,1991
CHST1,1992
CBX4,1993
SHISAL1,1994
DGCR6L,1995
CAMK1,1996
SYDE1,1997
TRIM5,1998
BCAS1,1999
MICALL1,2000
BARX2,2001
API5,2002
AGPS,2003
PPFIA3,2004
APOL1,2005
LMO4,2006
PIR,2007
ZFHX2,2008
CGGBP1,2009
CFAP74,2010
TSPYL5,2011
DIXDC1,2012
CEP295,2013
AP3B1,2014
FCN3,2015
GFM1,2016
SCIN,2017
BLZF1,2018
LGR5,2019
MAPKAPK5,2020
INE1,2021
BHLHE40,2022
PIAS1,2023
CDC14B,2024
CDC14A,2025
TCAP,2026
CDK10,2027
PRPF18,2028
DEGS1,2029
DENR,2030
THOC5,2031
KMO,2032
PDXK,2033
MADD,2034
RRP1,2035
MKNK1,2036
CAV1,2037
KHSRP,2038
PDLIM4,2039
CASK,2040
AKR7A2,2041
PRKRA,2042
STK16,2043
TMEFF1,2044
SCARF1,2045
CAV2,2046
LY6D,2047
GTPBP10,2048
CAV3,2049
OR6A2,2050
ACTL6A,2051
RUNX2,2052
TNFSF11,2053
RGS20,2054
NOP14,2055
FAM193A,2056
SLC25A12,2057
PLA2G4C,2058
RUVBL1,2059
RDH16,2060
KLF7,2061
RUNX1,2062
PLPP1,2063
PLPP2,2064
PLPP3,2065
STC2,2066
USO1,2067
CADPS,2068
RUNX1T1,2069
CDK13,2070
PDE8B,2071
ASMTL,2072
PSMG1,2073
RFXANK,2074
TP63,2075
CBFA2T3,2076
HSD17B6,2077
SKAP1,2078
DNAH17,2079
UNC5C,2080
RTCA,2081
RNASET2,2082
SSNA1,2083
OASL,2084
AOC3,2085
RUNX3,2086
DCHS1,2087
PTCH2,2088
AKR1C3,2089
KCNK5,2090
CHRD,2091
ABCB11,2092
NCOA1,2093
LAMTOR3,2094
CBFB,2095
NUMB,2096
SOCS1,2097
DDX3Y,2098
PDE5A,2099
DYNLL1,2100
TNKS,2101
ALDH4A1,2102
SERPINA6,2103
IRS2,2104
EIF3A,2105
EIF3B,2106
EIF3D,2107
EIF3F,2108
EIF3G,2109
EIF3H,2110
EIF3I,2111
EIF3J,2112
CBL,2113
SLC4A4,2114
EIF4G3,2115
VAMP8,2116
VAMP4,2117
STX16,2118
STX11,2119
STX10,2120
BECN1,2121
CBLB,2122
PEA15,2123
MARCO,2124
KRT38,2125
KRT37,2126
KRT36,2127
CBLN1,2128
JRKL,2129
HYAL2,2130
DGAT1,2131
CDC23,2132
S1PR4,2133
ACTN1,2134
B4GALT4,2135
B4GALT3,2136
B4GALT2,2137
B3GALT4,2138
B3GALNT1,2139
B3GALT2,2140
B3GALT1,2141
SERPINH1,2142
SERPINB7,2143
TNK1,2144
PAGE1,2145
ABCC3,2146
NOL4,2147
TRADD,2148
TNFRSF25,2149
MBTPS1,2150
EDF1,2151
CTSF,2152
SNX4,2153
SNX3,2154
URI1,2155
EED,2156
CTNNAL1,2157
ADAM19,2158
GBF1,2159
CBR1,2160
RNMT,2161
RNGTT,2162
GPAA1,2163
MYH13,2164
MYOM1,2165
RIPK1,2166
CRADD,2167
HRK,2168
CBR3,2169
TNFSF14,2170
TNFSF13,2171
TNFSF12,2172
TNFSF10,2173
TNFSF9,2174
ADAM23,2175
ADAM20,2176
ADAM18,2177
CBS,2178
ADAM15,2179
ADAM9,2180
ADAM7,2181
CDS2,2182
PABPC4,2183
CD164,2184
TNFRSF14,2185
RAB11A,2186
RIPK2,2187
FADD,2188
SNAP23,2189
NAPG,2190
NAPA,2191
MTMR1,2192
MPDZ,2193
SIGLEC5,2194
RIOK3,2195
MATN4,2196
RGS11,2197
RGS9,2198
DLK1,2199
FBP2,2200
FPGT,2201
TNFRSF11A,2202
TNFRSF10D,2203
TNFRSF10C,2204
TNFRSF10B,2205
SCEL,2206
DYRK4,2207
PEX11B,2208
ACTN2,2209
PEX11A,2210
SUCLG2,2211
SUCLG1,2212
SUCLA2,2213
CREG1,2214
TRIM24,2215
IL18RAP,2216
IL1RL2,2217
IL18R1,2218
CCIN,2219
GALR2,2220
CCNK,2221
DPM1,2222
CDKL1,2223
BANF1,2224
FGF18,2225
DPM2,2226
SAP30,2227
HESX1,2228
INPP4B,2229
FGF17,2230
CES2,2231
LIN7A,2232
IQGAP1,2233
NRP2,2234
NRP1,2235
KYAT1,2236
CD84,2237
GMPS,2238
TMEM11,2239
SOCS2,2240
GGH,2241
CFLAR,2242
CCN6,2243
CCN5,2244
CCN4,2245
HDAC3,2246
PROM1,2247
KSR1,2248
ALKBH1,2249
TSC22D1,2250
CCK,2251
KAT2B,2252
CDK5R1,2253
AKAP4,2254
ASAP2,2255
ALDH1A2,2256
NR1I2,2257
FCGBP,2258
PROZ,2259
STK19,2260
CCKAR,2261
LDB1,2262
PER3,2263
PER2,2264
SYNJ1,2265
ST3GAL5,2266
CCKBR,2267
IER3,2268
SYNJ2,2269
CDC123,2270
ARHGEF7,2271
VNN2,2272
VNN1,2273
SPHK1,2274
SQSTM1,2275
SGPL1,2276
FUBP1,2277
CDC16,2278
ZPR1,2279
NAE1,2280
SLC5A6,2281
DDX18,2282
TAX1BP1,2283
MCM3AP,2284
KRIT1,2285
EIF2B4,2286
EIF2B3,2287
EIF2B2,2288
EIF2B5,2289
EIF2S2,2290
CPNE3,2291
BUD31,2292
MTMR3,2293
MTMR2,2294
PRPF4B,2295
ACTN3,2296
CCNA2,2297
CCNA1,2298
CPNE1,2299
AP1S2,2300
AP1G2,2301
GYG2,2302
ENDOU,2303
CCNB1,2304
SGCE,2305
CACNA1I,2306
CACNA1H,2307
CACNA1G,2308
TIMELESS,2309
BCL10,2310
HERC3,2311
CCNC,2312
HERC2,2313
HERC1,2314
BSN,2315
FOXH1,2316
PHOX2B,2317
MBD4,2318
MBD2,2319
RTL8C,2320
RAB29,2321
SKAP2,2322
WASF1,2323
BAIAP3,2324
FUBP3,2325
CCND2,2326
TOP3B,2327
CDK5R2,2328
KYNU,2329
AP3D1,2330
BTRC,2331
CCND3,2332
MGAM,2333
CHRNA6,2334
P4HA2,2335
USP13,2336
WASL,2337
HPS4,2338
NAV3,2339
NAV2,2340
CCNE1,2341
ABCC10,2342
PLOD3,2343
MVB12B,2344
RPS6KA4,2345
TRIM15,2346
SLC25A21,2347
HSPB3,2348
TRPA1,2349
CCNF,2350
SELENBP1,2351
UBE3B,2352
ATP6V0E1,2353
PGLYRP1,2354
LIMD1,2355
RHOT2,2356
GLB1L2,2357
TNFSF18,2358
NOL3,2359
KALRN,2360
CDKL2,2361
NAT1,2362
ACVR1,2363
CCNG1,2364
HAP1,2365
F2RL3,2366
CCNG2,2367
TSR2,2368
TAF1C,2369
TAF1B,2370
EFCAB11,2371
TAF1A,2372
SLC25A14,2373
MPZL1,2374
WFDC8,2375
CCNH,2376
ZSWIM1,2377
SOCS3,2378
CLIC3,2379
CH25H,2380
ZNF551,2381
BRSK2,2382
RNF8,2383
HIP1R,2384
CEACAM21,2385
RHBDL1,2386
BAZ1B,2387
TM4SF5,2388
THAP3,2389
PKD2L1,2390
ZNF468,2391
ZNF160,2392
CCRL2,2393
FAM110B,2394
SEMA5A,2395
DCAF15,2396
TAAR5,2397
UBA3,2398
CCNT1,2399
UBE2M,2400
IFT20,2401
MCFD2,2402
SPAG9,2403
BTAF1,2404
RPL14,2405
DOK2,2406
SH2D2A,2407
ARTN,2408
GADD45GIP1,2409
ZNF835,2410
AIP,2411
CCNT2,2412
PSTPIP2,2413
PSTPIP1,2414
GPRC5A,2415
YIF1B,2416
MAP7,2417
NFS1,2418
PRC1,2419
SLC7A7,2420
SLC7A6,2421
SLC13A2,2422
AOC4P,2423
PAPSS2,2424
PAPSS1,2425
STARD13,2426
PIAS2,2427
N4BP2L1,2428
MAP3K6,2429
TBL1Y,2430
ASH2L,2431
CLDN10,2432
CLDN8,2433
CLDN6,2434
CLDN1,2435
DIRAS3,2436
LDB2,2437
CCT6A,2438
CLDN9,2439
ANGEL2,2440
PRY,2441
BPY2,2442
CDY1,2443
EIF1AY,2444
JPT2,2445
SPSB3,2446
IL33,2447
TMSB4Y,2448
PKMYT1,2449
CD1A,2450
PIGQ,2451
SART1,2452
DNAJA3,2453
UNC119,2454
TBX19,2455
ADCK2,2456
DHX57,2457
USP14,2458
USP2,2459
CREB3L1,2460
ACVR1B,2461
CD1B,2462
USP10,2463
USP8,2464
FCGR2C,2465
RGN,2466
MTMR6,2467
MTMR7,2468
CD1C,2469
MTMR4,2470
NMI,2471
MTA1,2472
ZNF682,2473
LATS1,2474
SLC25A46,2475
ATP6V0D1,2476
INA,2477
KRT75,2478
CD1D,2479
SLC16A6,2480
SLC16A5,2481
SLC16A4,2482
GGTLC2,2483
SLC16A3,2484
PDLIM1,2485
CNOT9,2486
SMC3,2487
P2RX6,2488
PRPF4,2489
LMF2,2490
PRPF3,2491
C12orf29,2492
CD1E,2493
FAM50A,2494
R3HDM4,2495
TMEM259,2496
AIFM1,2497
KCNQ4,2498
CCNB2,2499
CCNE2,2500
RABEP1,2501
LRP5L,2502
RRP9,2503
ANKRD40,2504
UAP1L1,2505
ARHGEF1,2506
CBFA2T2,2507
CD2,2508
ATG12,2509
PDCD5,2510
SYNGR3,2511
SYNGR2,2512
FAAP24,2513
RNF185,2514
SYNGR1,2515
HGS,2516
NEMF,2517
NEURL1,2518
DYRK1B,2519
CD3D,2520
CTDP1,2521
SLC6A5,2522
SLC28A2,2523
SLC28A1,2524
RSAD2,2525
EXO1,2526
FIBP,2527
PCSK7,2528
CD3E,2529
DGKI,2530
TDRD12,2531
ATPAF2,2532
EBAG9,2533
COX7A2L,2534
TMSB10,2535
SYT12,2536
SCAF11,2537
CD3G,2538
LPAR2,2539
MYOM2,2540
IL1RL1,2541
YTHDC1,2542
MAP3K13,2543
ZNF804A,2544
NEK9,2545
HTR3B,2546
NXPE3,2547
CHMP7,2548
AP4M1,2549
OSMR,2550
MYLK3,2551
ARHGEF2,2552
RASSF9,2553
ZW10,2554
BUB3,2555
REPS2,2556
CHRDL1,2557
CALML4,2558
SLC24A1,2559
DDX21,2560
ZBED1,2561
CD247,2562
DEDD,2563
SLC16A7,2564
COG7,2565
KCNAB3,2566
SLC33A1,2567
MYOZ3,2568
ACVR2A,2569
CD4,2570
HACD1,2571
DCLK1,2572
SNX29,2573
ZMYM4,2574
ZMYM3,2575
ZMYM6,2576
ZMYM5,2577
LRRFIP1,2578
GGTLC1,2579
LRRFIP2,2580
CD5,2581
BMP15,2582
TTC30A,2583
LGI1,2584
AURKB,2585
FCMR,2586
MTDH,2587
LARGE1,2588
MTSS2,2589
VAPB,2590
MTG1,2591
VAPA,2592
MTA2,2593
CD5L,2594
NOLC1,2595
CDHR1,2596
MAGI1,2597
LINC01278,2598
LRAT,2599
DLGAP2,2600
DLGAP1,2601
CD6,2602
RAB11B,2603
DLG5,2604
PTTG1,2605
STRADA,2606
METTL18,2607
C1orf105,2608
IL32,2609
CCPG1,2610
TBRG4,2611
CD7,2612
PNMA1,2613
MSC,2614
CRLF1,2615
GCNT3,2616
UBE2L6,2617
GCM2,2618
GPR50,2619
BBIP1,2620
LDHAL6B,2621
DHRS3,2622
CD8A,2623
RPS6KA5,2624
CACNA2D2,2625
AIMP1,2626
ATXN3L,2627
BICDL1,2628
TSPOAP1,2629
G6PC3,2630
MFHAS1,2631
ZNF764,2632
CD8B,2633
PDLIM7,2634
TIMM50,2635
MAPKAPK2,2636
STK17B,2637
STK17A,2638
CYTH3,2639
CYTH2,2640
CYTH1,2641
FAM114A1,2642
ITGB1BP1,2643
TMEM183A,2644
PIWIL1,2645
BCL7C,2646
BCL7B,2647
COPB2,2648
WDR46,2649
ZBTB22,2650
CD9,2651
MED14,2652
ZNF276,2653
GPR37L1,2654
NPIPA1,2655
IMP4,2656
TAAR2,2657
TAAR3P,2658
ADGRG1,2659
CD14,2660
GPR52,2661
S1PR2,2662
SRSF11,2663
ATP6V1F,2664
ACVR2B,2665
CD19,2666
SOCS6,2667
CD83,2668
TEX30,2669
MS4A1,2670
ZNF235,2671
ASIC3,2672
KCNB2,2673
ORAI3,2674
MMP20,2675
KLF4,2676
NREP,2677
HTR7P1,2678
PTER,2679
COPS2,2680
TRIP13,2681
MS4A3,2682
TRIP12,2683
TRIP11,2684
PGAP3,2685
TRIP10,2686
HMGN3,2687
TRIP4,2688
ZNHIT3,2689
GTF3C5,2690
GTF3C4,2691
CD22,2692
GTF3C3,2693
B4GALT6,2694
CD163,2695
TGM5,2696
B4GALT5,2697
SP140L,2698
CNOT8,2699
TCEAL1,2700
GLP2R,2701
MYL10,2702
VAMP3,2703
SNAP29,2704
ARMC6,2705
TAOK2,2706
NDST3,2707
MAPK1IP1L,2708
CER1,2709
SLC9A3R2,2710
TXNL1,2711
SLIT2,2712
UBE4A,2713
LHX2,2714
SLC22A6,2715
ITGBL1,2716
TBC1D31,2717
PPIG,2718
LONP1,2719
CPNE6,2720
RAB33A,2721
RAB28,2722
TJAP1,2723
KL,2724
RAB9BP1,2725
CADPS2,2726
RAB9A,2727
SLC9A3R1,2728
NRXN3,2729
ADIPOQ,2730
KIF3B,2731
ZFYVE9,2732
PLAA,2733
PPT2,2734
TM9SF2,2735
SLC22A8,2736
COX5A,2737
NRXN1,2738
NRXN2,2739
GRHPR,2740
OTOF,2741
LIPG,2742
SLC22A14,2743
CD27,2744
SLC22A13,2745
CIAO1,2746
TGFBRAP1,2747
HS6ST1,2748
NMT2,2749
ACTR8,2750
ATP5IF1,2751
CD101,2752
STOML1,2753
ACVRL1,2754
CD28,2755
RECQL5,2756
RECQL4,2757
GRAP2,2758
MUC16,2759
POM121L2,2760
SELENOF,2761
LPXN,2762
TMPRSS11D,2763
SFXN1,2764
PEX16,2765
CD80,2766
SNRNP40,2767
PAXBP1,2768
ARHGAP29,2769
MED21,2770
FAM189A2,2771
ARHGAP12,2772
TJP2,2773
FADS2,2774
DDX23,2775
CRIPT,2776
CD86,2777
CYP7B1,2778
HAND1,2779
ZNF264,2780
NTN1,2781
CDYL,2782
ECEL1,2783
ABCG2,2784
TNFRSF8,2785
CHST2,2786
NCR2,2787
NCR1,2788
MED23,2789
TNFSF8,2790
MED17,2791
MED27,2792
MED7,2793
QKI,2794
ITM2B,2795
GSTO1,2796
AIM2,2797
MAP4K4,2798
CD33,2799
LY86,2800
EIF2AK3,2801
ITM2A,2802
GGPS1,2803
HOMER3,2804
HOMER2,2805
HOMER1,2806
FHL5,2807
ARHGEF6,2808
SIGLEC6,2809
RASAL2,2810
PICK1,2811
HAND2,2812
AKAP7,2813
IL27RA,2814
SH3BP5,2815
PCYT1B,2816
CHST3,2817
CD34,2818
EIF4E2,2819
AKAP6,2820
THEMIS2,2821
ATG5,2822
ROCK2,2823
MED20,2824
CABP1,2825
MAPK8IP1,2826
CD36,2827
ONECUT2,2828
STX8,2829
CHST10,2830
PIGL,2831
PIGB,2832
PGS1,2833
SCARB1,2834
PSMF1,2835
KIF23,2836
AKAP5,2837
TBX4,2838
SLC4A7,2839
SLC4A8,2840
MYOT,2841
SCARB2,2842
MAGED1,2843
RPH3AL,2844
PAGE4,2845
ADAMTS3,2846
ADAMTS2,2847
CD37,2848
ADAMTS1,2849
PMPCB,2850
FXR2,2851
GAL3ST1,2852
STXBP5L,2853
LITAF,2854
SPTLC2,2855
GDF15,2856
TBPL1,2857
CD38,2858
NPEPPS,2859
EEF1E1,2860
SCAMP1,2861
TECR,2862
VPS4B,2863
MPDU1,2864
GOSR1,2865
TMEM59,2866
BAG5,2867
ENTPD1,2868
BAG4,2869
BAG3,2870
BAG2,2871
POLR1C,2872
ZNF254,2873
GMFG,2874
PTGES,2875
TP53I11,2876
EI24,2877
ENTPD2,2878
TP53I3,2879
CIR1,2880
NRG2,2881
RAB3D,2882
APBA3,2883
CXCL14,2884
ENTPD6,2885
ATP6V1G1,2886
ATP5MF,2887
SPAG7,2888
MRPL33,2889
ATP5MPL,2890
CHD1L,2891
VPS26A,2892
ENTPD3,2893
MINPP1,2894
H6PD,2895
GTPBP1,2896
GABBR2,2897
CEP41,2898
GTF2IRD1,2899
ENTPD5,2900
GOSR2,2901
GDF3,2902
CLOCK,2903
SPAG6,2904
BABAM2,2905
CDC42BPB,2906
CD40,2907
SOX13,2908
PREPL,2909
APOBEC3B,2910
ENTPD4,2911
RBM39,2912
KIF20B,2913
CREB5,2914
MAD2L1BP,2915
PRDX6,2916
WTAP,2917
CD40LG,2918
AKAP12,2919
IER2,2920
CYTIP,2921
SMAD5-AS1,2922
CD44,2923
PITPNM1,2924
PDIA4,2925
NFE2L3,2926
RNF14,2927
VPS9D1,2928
CARTPT,2929
RAB36,2930
CD47,2931
RIN1,2932
NCOR1,2933
NCOR2,2934
RNF7,2935
MTRF1,2936
TRAF4,2937
ABCG1,2938
CD48,2939
CELSR1,2940
TCL1B,2941
AATK,2942
SNCAIP,2943
RGS6,2944
CLCA3P,2945
CD53,2946
GNA14,2947
NUP155,2948
SEC24C,2949
TESMIN,2950
CLCA2,2951
ISG15,2952
FEZ2,2953
FEZ1,2954
ARHGEF10,2955
ZNF592,2956
IKBKE,2957
MORF4L2,2958
SH3PXD2A,2959
MICAL2,2960
CTR9,2961
PPM1F,2962
GCC2,2963
RALGPS1,2964
CD58,2965
MTFR1,2966
PLCH2,2967
TTC37,2968
HS2ST1,2969
TTLL4,2970
SOCS5,2971
MDC1,2972
IQCB1,2973
ZNF516,2974
PDE4DIP,2975
CD59,2976
CEP135,2977
LIMS3,2978
LPIN2,2979
MARF1,2980
DZIP3,2981
SAFB2,2982
ZNF432,2983
EIF5B,2984
CD63,2985
IPO13,2986
WSCD2,2987
SDC3,2988
SLC25A44,2989
KIAA0040,2990
TTI1,2991
TGS1,2992
PPIP5K1,2993
PHF14,2994
FAM53B,2995
CD68,2996
DEPDC5,2997
KDM4A,2998
N4BP1,2999
LRRC14,3000
CLINT1,3001
VGLL4,3002
GREB1,3003
NUP93,3004
BZW1,3005
CD69,3006
UBE3C,3007
RAPGEF2,3008
EMC2,3009
EDEM1,3010
CROCC,3011
TRAM2,3012
PUM1,3013
RIMS2,3014
ACYP1,3015
CD70,3016
ESPL1,3017
PPP6R2,3018
CEP57,3019
KIAA0100,3020
DHX34,3021
ST18,3022
ULK2,3023
HERPUD1,3024
CD72,3025
KIAA0355,3026
RUBCN,3027
USP6NL,3028
FAM131B,3029
AQR,3030
SEC14L5,3031
ECE2,3032
ADAMTSL2,3033
CD74,3034
CCDC144A,3035
GPRIN2,3036
NOS1AP,3037
SEMA3E,3038
TMEM63A,3039
ZNF646,3040
RAB11FIP3,3041
SECISBP2L,3042
KIAA0408,3043
CD79A,3044
DCAF1,3045
CEP104,3046
DOCK4,3047
SART3,3048
HDAC9,3049
KNTC1,3050
USP34,3051
GPRASP1,3052
CCP110,3053
SETD1A,3054
CD79B,3055
LAPTM4A,3056
IFT140,3057
ARHGAP32,3058
ACAP1,3059
ZNF536,3060
CLSTN3,3061
TCAF1,3062
SLK,3063
PHACTR2,3064
CD81,3065
RIPOR2,3066
SNPH,3067
PCDHA9,3068
ZSCAN12,3069
STARD8,3070
TBKBP1,3071
KMT2B,3072
FRMPD4,3073
HDAC4,3074
ADGRE5,3075
TOX,3076
MLEC,3077
LZTS3,3078
KIAA0513,3079
ZFYVE16,3080
SUSD6,3081
JADE3,3082
PCLAF,3083
CD151,3084
RASSF2,3085
RAPGEF5,3086
TMEM94,3087
BCLAF1,3088
EIF4A3,3089
ATG13,3090
TM9SF4,3091
KIAA0232,3092
TBC1D5,3093
CDA,3094
PIEZO1,3095
RNF144A,3096
MATR3,3097
RIMS3,3098
SNX17,3099
DHX38,3100
KIAA0586,3101
DLGAP5,3102
MTSS1,3103
BMS1,3104
PTDSS1,3105
SERTAD2,3106
CKAP5,3107
MAML1,3108
PHYHIP,3109
TATDN2,3110
IST1,3111
ACYP2,3112
MRPL19,3113
DAZAP2,3114
TOMM20,3115
SCRN1,3116
SPOCK2,3117
IP6K1,3118
RNF40,3119
CTIF,3120
DELE1,3121
EFCAB14,3122
SFI1,3123
GIT2,3124
URB2,3125
KEAP1,3126
NUP58,3127
TSC22D2,3128
CUL7,3129
RB1CC1,3130
ARMCX2,3131
ARHGAP11A,3132
SPATA2,3133
ARHGEF11,3134
RGP1,3135
ARHGEF17,3136
DNAJC6,3137
CDK1,3138
TRIM14,3139
ZNF623,3140
JAKMIP2,3141
MELK,3142
FAM30A,3143
LCMT2,3144
GINS1,3145
ZEB2,3146
TESPA1,3147
ZBTB24,3148
PLEKHM1,3149
HEPH,3150
ELMO1,3151
GAB2,3152
C2CD5,3153
MFAP3L,3154
ZNF518A,3155
KIAA0753,3156
RUSC2,3157
C2CD2L,3158
FARP2,3159
KIAA0319,3160
CEP350,3161
PPP1R26,3162
CEP170,3163
LRIG2,3164
PSMD6,3165
MED24,3166
MAGI2,3167
TRIM66,3168
PJA2,3169
TOMM70,3170
SETDB1,3171
LRBA,3172
AREL1,3173
SEC24D,3174
FCHSD2,3175
TLK1,3176
URB1,3177
ZC3H11A,3178
TOX4,3179
DDX46,3180
CDC5L,3181
ZBTB39,3182
TRANK1,3183
TBC1D4,3184
POM121,3185
OSBPL2,3186
RHOBTB1,3187
SMG7,3188
ZBED4,3189
PLPPR4,3190
NUAK1,3191
SNAP91,3192
TELO2,3193
TECPR2,3194
FIG4,3195
WASHC5,3196
UBAP2L,3197
SV2B,3198
CDC6,3199
SV2A,3200
SRGAP3,3201
MRC2,3202
KLHL21,3203
RBM19,3204
SGSM2,3205
AP5Z1,3206
G3BP2,3207
DENND4B,3208
CDC20,3209
RABGAP1L,3210
TMCC2,3211
ARHGAP44,3212
SUPT7L,3213
ATP2C2,3214
ARNT2,3215
FAM20B,3216
NCAPD2,3217
SEC16A,3218
KBTBD11,3219
RNF10,3220
IQSEC1,3221
ZBTB40,3222
PAN2,3223
ZBTB5,3224
LPGAT1,3225
MFN2,3226
KIF14,3227
JOSD1,3228
CDC25A,3229
HELZ,3230
PUM3,3231
P2RY14,3232
MAFB,3233
CD302,3234
DCLRE1A,3235
ARHGAP25,3236
RBM8A,3237
CDC25B,3238
DLEC1,3239
EXOG,3240
XYLB,3241
OXSR1,3242
GFPT2,3243
CRYZL1,3244
MAGEC1,3245
WDR1,3246
AMMECR1,3247
CDC25C,3248
GOLGA5,3249
HS3ST3B1,3250
HS3ST3A1,3251
HS3ST2,3252
HS3ST1,3253
USP15,3254
CDC27,3255
USP3,3256
MVP,3257
SLC23A2,3258
TNFSF15,3259
THRAP3,3260
MED12,3261
MED13,3262
CDC34,3263
NR1I3,3264
NR1H4,3265
NUP153,3266
CCS,3267
NR1D2,3268
CLEC2B,3269
RBX1,3270
