TF,Target
SMAD3,LITAF
SMAD3,TTC23
SMAD3,STX4
SMAD3,TP73-AS1
SMAD3,MIA3
SMAD3,STARD3
SMAD3,UQCRC2
SMAD3,ARHGAP44
SMAD3,IDH2
SMAD3,GPN2
SMAD3,SOAT1
SMAD3,CHRNB4
SMAD3,BUB1B
SMAD3,CPEB1
SMAD3,MORF4L1
SMAD3,KCNH1
SMAD3,IGSF3
SMAD3,ZNF770
SMAD3,NFASC
SMAD3,KIF18B
SMAD3,RGS5
SMAD3,COQ7
SMAD3,CRB1
SMAD3,MYEF2
SMAD3,POLR3C
SMAD3,MAP2K4
SMAD3,LRIG2
SMAD3,EFNB3
SMAD3,PSME3
SMAD3,RAB4A
SMAD3,PTPN14
SMAD3,CSNK1G1
SMAD3,TMEM87A
SMAD3,KATNBL1
SMAD3,TRMT13
SMAD3,MSRB1
SMAD3,TUBGCP5
SMAD3,NUDT21
SMAD3,RAB29
SMAD3,NEK7
SMAD3,PTBP2
SMAD3,EHD4
SMAD3,GON4L
SMAD3,MCOLN3
SMAD3,NTAN1
SMAD3,NUBP1
SMAD3,KMO
SMAD3,MAPK7
SMAD3,PMF1
SMAD3,ARNT2
SMAD3,IREB2
SMAD3,EFCAB14
SMAD3,CNIH4
SMAD3,DPP8
SMAD3,MNS1
SMAD3,STXBP3
SMAD3,CLIC4
SMAD3,TMOD3
SMAD3,ELP5
SMAD3,CDC6
SMAD3,NRAS
SMAD3,RAB3B
SMAD3,DCTPP1
SMAD3,CEP170B
SMAD3,MYO1D
SMAD3,COG7
SMAD3,ELAC2
SMAD3,WDR47
SMAD3,MCL1
SMAD3,PLXNA2
SMAD3,ACADM
SMAD3,MARK1
SMAD3,E4F1
SMAD3,RRNAD1
SMAD3,UBFD1
SMAD3,IPO13
SMAD3,VKORC1
SMAD3,PEA15
SMAD3,THUMPD1
SMAD3,ISG20L2
SMAD3,NVL
SMAD3,DARS2
SMAD3,ESRRG
SMAD3,ZMYM6
SMAD3,MTOR
SMAD3,EDEM3
SMAD3,FAM76A
SMAD3,OGFOD1
SMAD3,PIAS1
SMAD3,EML1
SMAD3,CSNK2A2
SMAD3,LYST
SMAD3,TAX1BP3
SMAD3,HDAC5
SMAD3,CELSR2
SMAD3,MRPL9
SMAD3,PRCC
SMAD3,SPSB3
SMAD3,SUCO
SMAD3,HSPA6
SMAD3,IFT140
SMAD3,TSPAN2
SMAD3,TTF2
SMAD3,AP3B2
SMAD3,C1orf112
SMAD3,SLFN12
SMAD3,CBLN1
SMAD3,WDR26
SMAD3,GRB7
SMAD3,ADCY9
SMAD3,TBC1D10B
SMAD3,FOXF1
SMAD3,CREBBP
SMAD3,ID3
SMAD3,GFAP
SMAD3,PDZK1
SMAD3,LRRK1
SMAD3,MAF
SMAD3,PSMB10
SMAD3,HCFC1R1
SMAD3,THBS3
SMAD3,BCL9
SMAD3,CKB
SMAD3,BRINP3
SMAD3,GJB5
SMAD3,KRTAP4-7
SMAD3,CA14
SMAD3,CLDN6
SMAD3,RRAD
SMAD3,SLC2A5
SMAD3,PADI3
SMAD3,CLCA1
SMAD3,DNALI1
SMAD3,GAS8-AS1
SMAD3,SLC9A3R2
SMAD3,BRDT
SMAD3,HAO2
SMAD3,MTMR11
SMAD3,ZNF267
SMAD3,MFAP1
SMAD3,ANP32A
SMAD3,PRSS8
SMAD3,APOBR
SMAD3,CRIP2
SMAD3,PAQR5
SMAD3,CAPN9
SMAD3,BNC1
SMAD3,TNFSF4
SMAD3,C1orf54
SMAD3,CDH13
SMAD3,CD52
SMAD3,ANXA9
SMAD3,PPP1R14D
SMAD3,RGS13
SMAD3,SNAP23
SMAD3,GABRD
SMAD3,LPAR3
SMAD3,CLCA4
SMAD3,DIO1
SMAD3,THSD4
SMAD3,MOK
SMAD3,PPL
SMAD3,CSF3
SMAD3,AKT3
SMAD3,GNAT2
SMAD3,ITGAM
SMAD3,PDC
SMAD3,LMAN1L
SMAD3,CLCA2
SMAD3,CYP11A1
SMAD3,CROCCP3
SMAD3,PTGER3
SMAD3,TIE1
SMAD3,IL22RA1
SMAD3,SYCE1L
SMAD3,ELMO3
SMAD3,SV2A
SMAD3,PIK3CD
SMAD3,KLHDC8A
SMAD3,CDH16
SMAD3,GPR161
SMAD3,IFI35
SMAD3,CFAP45
SMAD3,CNR2
SMAD3,FABP3
SMAD3,RAP1GAP2
SMAD3,LMOD1
SMAD3,GSDMB
SMAD3,CHI3L1
SMAD3,MYCL
SMAD3,ITGAE
SMAD3,GDPD3
SMAD3,NTNG1
SMAD3,MLST8
SMAD3,POGK
SMAD3,ARRB2
SMAD3,ADAMTSL4
SMAD3,ST7L
SMAD3,SLC27A3
SMAD3,DEGS1
SMAD3,NLRP3
SMAD3,SRCAP
SMAD3,VANGL1
SMAD3,BNIP2
SMAD3,CSPG4
SMAD3,ZNF280D
SMAD3,RNPEP
SMAD3,CAPN2
SMAD3,RCOR1
SMAD3,NIT1
SMAD3,GFER
SMAD3,CERS2
SMAD3,SSTR5
SMAD3,TBX6
SMAD3,CDC73
SMAD3,RPAP2
SMAD3,DBT
SMAD3,ATPAF2
SMAD3,TSR3
SMAD3,HIRIP3
SMAD3,RNF115
SMAD3,UFC1
SMAD3,RMDN3
SMAD3,RNF11
SMAD3,SMG7-AS1
SMAD3,NAGPA
SMAD3,TTBK2
SMAD3,CLSPN
SMAD3,ACOT7
SMAD3,C1QBP
SMAD3,ZNF695
SMAD3,AGO1
SMAD3,IQCH
SMAD3,ARIH1
SMAD3,DYRK3
SMAD3,RAVER2
SMAD3,DCAF8
SMAD3,RAB11FIP3
SMAD3,PLCH2
SMAD3,NF1
SMAD3,USB1
SMAD3,SLC24A1
SMAD3,COQ9
SMAD3,CDR2
SMAD3,PIGQ
SMAD3,TRIM45
SMAD3,PPT1
SMAD3,MSH4
SMAD3,BLZF1
SMAD3,RAD54L
SMAD3,LRRC49
SMAD3,ZFAND6
SMAD3,USP10
SMAD3,PMFBP1
SMAD3,MAN2C1
SMAD3,PYGO1
SMAD3,VPS13C
SMAD3,RAB3GAP2
SMAD3,NID1
SMAD3,ATP6V0D1
SMAD3,SPG21
SMAD3,PIGB
SMAD3,IER5
SMAD3,CEP152
SMAD3,TTLL7
SMAD3,ITFG1
SMAD3,PRKAA2
SMAD3,NPL
SMAD3,PANK4
SMAD3,NPRL3
SMAD3,DNAH2
SMAD3,CREG1
SMAD3,TOR1AIP1
SMAD3,SPSB1
SMAD3,BEND5
SMAD3,MSLN
SMAD3,CLCN6
SMAD3,RASAL2
SMAD3,PEX11A
SMAD3,SLC16A1
SMAD3,TMC7
SMAD3,DESI2
SMAD3,SH3GLB1
SMAD3,SMG7
SMAD3,TMEM183A
SMAD3,RNF111
SMAD3,DNAJB4
SMAD3,CSDE1
SMAD3,KIAA1324
SMAD3,HHIPL2
SMAD3,ARHGEF11
SMAD3,SLC52A1
SMAD3,SLC1A7
SMAD3,NPTN
SMAD3,KISS1
SMAD3,EGLN1
SMAD3,TACSTD2
SMAD3,TRPV2
SMAD3,G6PC
SMAD3,EVI2A
SMAD3,LDHAL6B
SMAD3,HS3ST2
SMAD3,TRPM1
SMAD3,DOC2A
SMAD3,TCAP
SMAD3,AIPL1
SMAD3,EVI5
SMAD3,TEKT2
SMAD3,PTPRU
SMAD3,LYZL6
SMAD3,SEMA4A
SMAD3,PDPN
SMAD3,TMEM204
SMAD3,CCDC30
SMAD3,TNFRSF17
CTCF,WT1
CTCF,WT1-AS
CTCF,FGF3
CTCF,FOXA1
CTCF,MAGIX
CTCF,CTSC
CTCF,CRYBA2
CTCF,GSTA1
CTCF,CRTAM
CTCF,HSPA6
CTCF,PAGE4
CTCF,BMX
CTCF,IL9
CTCF,CCDC144A
CTCF,TEX13A
CTCF,TAX1BP3
CTCF,TRPV6
CTCF,ST14
CTCF,EMC6
CTCF,ANXA2
CTCF,OR2J3
CTCF,ALDH8A1
CTCF,PRKG1
CTCF,PDE1C
CTCF,TUBA1A
CTCF,DCTN6
CTCF,TFAP2C
CTCF,EGR2
CTCF,PLAGL1
CTCF,GABRB3
CTCF,PEG10
CTCF,ZEB1
CTCF,ZDHHC11
CTCF,SNX7
CTCF,ZNF365
CTCF,EXD3
CTCF,CEACAM6
CTCF,SPTSSA
CTCF,GINS2
CTCF,CABP2
CTCF,TUBA4B
CTCF,CRYBG3
CTCF,ACAD8
CTCF,ATP6V0A4
CTCF,THPO
CTCF,NPHP4
CTCF,UBQLN3
CTCF,MINPP1
CTCF,SDHD
CTCF,AMMECR1
CTCF,NPLOC4
CTCF,STAU1
CTCF,FGF13
CTCF,COL6A1
CTCF,PIEZO1
CTCF,DCAF7
CTCF,RIPK4
CTCF,LOC155060
CTCF,RAVER2
CTCF,ROBO3
CTCF,NDRG1
CTCF,NACA
CTCF,TGM2
CTCF,BFSP1
CTCF,DPYSL4
CTCF,KRT7
CTCF,DST
CTCF,ARHGAP32
CTCF,ADAM15
CTCF,DNAJC17
CTCF,TBR1
CTCF,MME
CTCF,SIX5
CTCF,STK39
CTCF,TNFAIP3
CTCF,FAM189A1
CTCF,TRIM58
CTCF,TRMT44
CTCF,EYA4
CTCF,C2CD3
CTCF,F5
CTCF,ELOVL6
CTCF,RBM41
CTCF,CAPN2
CTCF,DCUN1D2
CTCF,TOP3A
CTCF,GPR176
CTCF,ARID5B
CTCF,RBPMS
CTCF,CPN2
CTCF,RNF128
CTCF,PCYT1A
CTCF,CTAGE1
CTCF,PGAP1
CTCF,CNTLN
CTCF,ZDHHC3
CTCF,LPIN1
CTCF,DERL1
CTCF,ACOXL
CTCF,DYNLL1
CTCF,MMP15
CTCF,PPP2CB
CTCF,POLR2E
CTCF,SCN2A
CTCF,IFNA8
CTCF,CYP26B1
CTCF,IFNA16
CTCF,CSGALNACT1
CTCF,NMD3
CTCF,ZNF749
CTCF,ETV3
CTCF,RAP2B
CTCF,CDKN1A
CTCF,CUL3
CTCF,MMP16
CTCF,ZSCAN9
CTCF,ASAH1
CTCF,CDH5
CTCF,AADAC
CTCF,NIP7
CTCF,DPYS
CTCF,STEAP1B
CTCF,EMC8
CTCF,PRKACB
CTCF,ZNF219
CTCF,MTMR11
CTCF,DHX40
CTCF,EIF6
CTCF,AHCY
CTCF,POU4F1
CTCF,ZXDB
CTCF,TRIM9
CTCF,QKI
CTCF,ZSCAN5A
CTCF,EPN2
CTCF,ANK1
CTCF,NRP1
CTCF,TBX3
CTCF,PCK1
CTCF,EIF3E
CTCF,CSH1
CTCF,CAMK2N1
CTCF,TRHDE
CTCF,ARL2
CTCF,KRT81
CTCF,RPP40
CTCF,FRMPD4
CTCF,CD44
CTCF,TENM1
CTCF,PRUNE2
CTCF,BNIP2
CTCF,MNX1
CTCF,TMEM243
CTCF,PTK2B
CTCF,CHN2
CTCF,KCNK10
CTCF,MICAL3
CTCF,HDGF
CTCF,RUVBL1
CTCF,NFASC
CTCF,PERP
CTCF,GIPC2
CTCF,MFSD10
CTCF,KCNV2
CTCF,MICAL1
CTCF,PSG4
CTCF,PTHLH
CTCF,SERPINA7
CTCF,ARHGEF4
CTCF,ZNF331
CTCF,SLC7A9
CTCF,HSPA8
CTCF,PARVB
CTCF,TRIM26
CTCF,NMT1
CTCF,GH2
CTCF,CSHL1
CTCF,ZNF550
CTCF,GCNT2
CTCF,ITGB7
CTCF,STARD8
CTCF,SSTR2
CTCF,PTPRM
CTCF,MPHOSPH6
CTCF,PHLDA3
CTCF,ASPH
CTCF,CD40
CTCF,ZNF155
CTCF,MCFD2
CTCF,UGT2B4
CTCF,DYNC2LI1
CTCF,LRRC37A3
CTCF,AIFM1
CTCF,POLR3F
CTCF,NACA2
CTCF,SUPT7L
CTCF,FXYD2
CTCF,GGTLC1
CTCF,SMPD2
CTCF,ASCL2
CTCF,NGDN
CTCF,IRF6
CTCF,PRCC
CTCF,MYO7A
CTCF,PLXNB3
CTCF,TRIP12
CTCF,IKZF2
CTCF,SLC13A4
CTCF,HAUS7
CTCF,PCDHGB6
CTCF,MRPS22
CTCF,LINC00574
CTCF,UQCRB
CTCF,BAZ1A
CTCF,RUNX1T1
CTCF,POU2F3
CTCF,HNRNPAB
CTCF,VANGL1
CTCF,HS3ST3A1
CTCF,CA4
CTCF,TNFSF14
CTCF,MMP8
AR,RPS6KA1
AR,SPINT1
AR,RUNX3
AR,ALDH1A2
AR,CDH1
AR,NPL
AR,PSMC3IP
AR,ISG20
AR,CDH16
AR,GJA4
AR,HSD11B2
AR,PEX10
AR,CRISPLD2
AR,NOD2
AR,SUCO
AR,OLFML3
AR,NBR1
AR,PITPNA
AR,FAM174B
AR,PRKACB
AR,GNG12
AR,HSD17B2
AR,ATMIN
AR,BCL2A1
AR,ATP6V0B
AR,UBE3A
AR,MPZL1
AR,CKS1B
AR,TNFSF13
AR,JUN
AR,GPR161
AR,GCHFR
AR,GABRB3
AR,DYRK3
AR,FMO1
AR,IFI16
AR,DNASE2B
AR,F5
AR,RWDD3
AR,RHOT1
AR,MT1M
AR,KLHDC4
AR,TIE1
AR,CTSE
AR,TMEM11
AR,H6PD
AR,CRYZ
AR,SH3GLB1
AR,DPEP1
AR,IL6R
AR,CA6
AR,PDE4B
AR,TNFRSF1B
AR,HSPB11
AR,CFAP20
AR,ADPRM
AR,BAG5
AR,BLMH
AR,DHCR24
AR,PTGER3
AR,AP4E1
AR,PRKCZ
AR,BNC1
AR,NCF2
AR,TAF13
AR,ACOT7
AR,UNC45A
AR,CRIP1
AR,THAP11
AR,RABGAP1L
AR,HYI
AR,USP22
AR,ATP10A
AR,WWP2
AR,NBL1
AR,RNF186
AR,FA2H
AR,RASAL2
AR,SDHB
AR,KRT19
AR,EBNA1BP2
AR,ADAP2
AR,DHRS7B
AR,TTC19
AR,TPM1
AR,RAP1GAP2
AR,ITGB3
AR,CSRP1
AR,SORD
AR,DUOX2
AR,KIAA1324
AR,AKT1
AR,DLK1
AR,KIAA0040
AR,DUSP3
AR,WDR25
AR,WLS
AR,PDPN
AR,GPX7
AR,TSPAN1
AR,RGS16
AR,ACAN
AR,CKLF
AR,PAK6
AR,UAP1
AR,RHBDL1
AR,DDAH1
AR,TNFRSF17
AR,GATM
AR,E2F2
AR,TRIM33
AR,GPR176
AR,SIVA1
AR,UNKL
AR,PARK7
AR,RCOR1
AR,TRIM45
AR,RRAD
AR,WFDC1
AR,CLCC1
AR,TSR3
AR,ICE2
AR,PPCDC
AR,SNAPC5
AR,VPS39
AR,CT62
AR,BRCA1
AR,G6PC
AR,DTWD1
AR,PPP2R5C
AR,GABPB1
AR,AGO4
AR,GFER
AR,CDR2
AR,OIP5
AR,GJB5
AR,VCAM1
AR,ELK4
AR,TUFT1
AR,HAO2
AR,CFAP45
AR,OVGP1
AR,CEP152
AR,CSF3R
AR,STX8
AR,TM6SF1
AR,CYB5R1
AR,CETP
AR,SETD6
AR,CIITA
AR,YY1AP1
AR,F11R
AR,PDZK1
AR,TSC2
AR,ABCA3
AR,CMPK1
AR,KLHL21
AR,ZNF362
AR,ZNF592
AR,MYO1D
AR,MYO1E
AR,BLZF1
AR,SCNM1
AR,UBE4B
AR,SLC2A4
AR,IL4R
AR,DCAF8
AR,THSD4
AR,PLLP
AR,RAB8B
AR,RHOC
AR,SLC13A2
AR,AGL
AR,TSPAN2
AR,NFASC
AR,TMOD2
AR,GINS3
AR,REN
AR,ADAT1
AR,CCNF
AR,FDPS
AR,HEXIM1
AR,GOSR2
AR,QSOX1
AR,CDCA8
AR,LRRK1
AR,CSDE1
AR,JMJD7
AR,CACNA1H
AR,JAK1
AR,LDHAL6B
AR,KATNBL1
AR,NUSAP1
AR,MAP2K4
AR,PPP1R13B
AR,ADCY7
AR,RAB40C
AR,TMEM51
AR,PCSK6
AR,CYP1A1
AR,ITGA2B
AR,ZC3H7A
AR,IGFBP4
AR,TNS4
AR,ZZZ3
AR,DIO3
AR,TYRO3
AR,DPT
AR,ADAMTSL3
AR,SEC11A
AR,COPS3
AR,EMP2
AR,PEF1
AR,NPHP4
AR,DPH2
AR,RER1
AR,MTOR
AR,PRPF38B
AR,EPN2
AR,PRM2
AR,MYLK3
AR,GPA33
AR,ASTN1
AR,APCS
AR,CEP170B
AR,ATP2A3
AR,TNN
AR,MAPK7
AR,MAP2K3
AR,ANGPTL7
AR,FANCA
AR,NPR1
AR,TMED3
AR,FBN1
AR,USP1
HIF1A,SHC1
HIF1A,CKS1B
HIF1A,CCT3
HIF1A,GSE1
HIF1A,UNKL
HIF1A,PGM1
HIF1A,NPHP4
HIF1A,JUN
HIF1A,EPN2
HIF1A,QSOX1
HIF1A,AIDA
HIF1A,MEIS2
HIF1A,PAQR4
HIF1A,CARHSP1
HIF1A,MSL1
HIF1A,SF3B3
HIF1A,KATNBL1
HIF1A,NUP88
HIF1A,GABRB3
HIF1A,NPTN
HIF1A,RNF40
HIF1A,IARS2
HIF1A,KLHL11
HIF1A,BTG2
HIF1A,HAGH
HIF1A,ZNF770
HIF1A,IDH3A
HIF1A,CLN6
HIF1A,ARL2BP
HIF1A,VPS9D1
HIF1A,ACOT7
HIF1A,B9D1
HIF1A,MIA3
HIF1A,HSD11B2
HIF1A,MAPKBP1
HIF1A,RMDN3
HIF1A,ASIC2
HIF1A,STMN1
HIF1A,DUT
HIF1A,TRAF5
HIF1A,CACYBP
HIF1A,PAFAH1B1
HIF1A,FLCN
HIF1A,MAN2C1
HIF1A,CTCF
HIF1A,GSPT1
HIF1A,PTPRU
HIF1A,DNAJB4
HIF1A,TSPAN2
HIF1A,BCL7C
HIF1A,CLK3
HIF1A,ZC3H12A
HIF1A,ORC1
HIF1A,GPR161
HIF1A,TUBGCP5
HIF1A,TMEM51
HIF1A,NBL1
HIF1A,SUCO
HIF1A,OVGP1
HIF1A,HLX
HIF1A,LGALS8
HIF1A,CRABP2
HIF1A,SH3GL3
HIF1A,PLXNA2
HIF1A,CAMSAP2
HIF1A,CDKN2C
HIF1A,GDE1
HIF1A,UBTF
HIF1A,B2M
HIF1A,IFT140
HIF1A,UBE2G1
HIF1A,ZNF500
HIF1A,NCOR1
HIF1A,ANKRD11
HIF1A,ASPHD1
HIF1A,UBB
HIF1A,PI4KB
HIF1A,SEZ6L2
HIF1A,SEMA6D
HIF1A,CLEC16A
HIF1A,SNX1
HIF1A,GNAI3
HIF1A,TUBG2
HIF1A,TSR1
HIF1A,FOXF1
HIF1A,YOD1
HIF1A,NIT1
HIF1A,SNX27
HIF1A,THBS3
HIF1A,HHIPL2
HIF1A,PARN
HIF1A,RPAP1
HIF1A,APOBR
HIF1A,PIEZO1
HIF1A,RRNAD1
HIF1A,CIB2
HIF1A,SETDB1
HIF1A,MEF2D
HIF1A,MTMR11
HIF1A,PAQR5
HIF1A,PIGC
HIF1A,IFI16
HIF1A,RERE
HIF1A,JUP
HIF1A,STUB1
HIF1A,VWA1
HIF1A,ZNF205
HIF1A,TTBK2
HIF1A,EVI2A
HIF1A,ZFYVE21
HIF1A,LUC7L
HIF1A,RUNDC3A
HIF1A,PPOX
HIF1A,CLDN6
HIF1A,ECM1
HIF1A,PTPN14
HIF1A,WDR78
HIF1A,TTLL7
HIF1A,NUDT21
HIF1A,RPAP2
HIF1A,RNF19B
HIF1A,CSNK1G1
HIF1A,ULK2
HIF1A,BUB1B
HIF1A,RASAL2
HIF1A,ESRRG
HIF1A,PKN2
HIF1A,CLUAP1
HIF1A,PSMB2
HIF1A,NUP93
HIF1A,NF1
HIF1A,TSC2
HIF1A,CLIC4
HIF1A,ABL2
HIF1A,PPP4C
HIF1A,CPEB1
HIF1A,ADAT1
HIF1A,SNX7
HIF1A,GABARAPL2
HIF1A,NTNG1
HIF1A,NOL9
HIF1A,UBFD1
HIF1A,E4F1
HIF1A,UQCRC2
HIF1A,MEAF6
HIF1A,TRMT1L
HIF1A,PPP1R12B
HIF1A,PMM2
HIF1A,ARHGAP44
HIF1A,RAB4A
HIF1A,KCNH1
HIF1A,PLEKHO1
HIF1A,PRCC
HIF1A,SPG11
HIF1A,SETD6
HIF1A,NFATC3
HIF1A,MRPS14
HIF1A,LRIG2
HIF1A,ZMYM1
HIF1A,GBAP1
HIF1A,PIGQ
HIF1A,DEDD
HIF1A,PRPF8
HIF1A,KCTD5
HIF1A,BNIP2
HIF1A,CRB1
HIF1A,AKAP10
HIF1A,NFASC
HIF1A,CDIP1
HIF1A,DPYD
HIF1A,C1orf56
HIF1A,DCAF8
HIF1A,PPIB
HIF1A,ADPGK
HIF1A,HOOK1
HIF1A,USP10
HIF1A,ATF6
HIF1A,GLOD4
HIF1A,RAB11A
HIF1A,OAZ3
HIF1A,ILF2
HIF1A,KIAA0556
HIF1A,NDUFAB1
HIF1A,SCAMP5
HIF1A,KIF22
HIF1A,DBF4B
HIF1A,PHKB
HIF1A,EIF5A
HIF1A,MAP2K4
HIF1A,UFC1
HIF1A,DNAJA2
HIF1A,HERC1
HIF1A,COQ9
HIF1A,AP1G1
HIF1A,GJC1
HIF1A,DNAJC17
HIF1A,GINS3
HIF1A,DSTYK
HIF1A,HIRIP3
HIF1A,COQ7
HIF1A,MAGOH
HIF1A,TPM3
HIF1A,IFI6
HIF1A,NDRG4
HIF1A,RGS5
HIF1A,ALDH1A3
HIF1A,CNIH3
HIF1A,GLYR1
HIF1A,EFNB3
HIF1A,GPR3
HIF1A,NAGPA
HIF1A,SRSF4
HIF1A,MYO1D
HIF1A,TMEM39B
HIF1A,KIAA0753
HIF1A,PAFAH2
HIF1A,TSNAXIP1
HIF1A,INPP5K
HIF1A,ROGDI
HIF1A,ZNF287
HIF1A,HS3ST3A1
HIF1A,RTCA
HIF1A,TRMT13
HIF1A,COG7
HIF1A,RPGRIP1L
HIF1A,NTAN1
HIF1A,LRRC49
HIF1A,THUMPD1
HIF1A,EML1
HIF1A,CLSPN
HIF1A,THAP10
HIF1A,DHX38
HIF1A,ELAC2
HIF1A,NUBP1
HIF1A,CREG1
HIF1A,SEC14L5
HIF1A,ALDH9A1
HIF1A,PPP1R13B
HIF1A,NDUFS2
HIF1A,VANGL1
HIF1A,MED24
HIF1A,RTF1
HIF1A,IPO13
HIF1A,C1orf115
HIF1A,ERCC4
HIF1A,CLCN6
HIF1A,RORA
HIF1A,DMXL2
HIF1A,DYNC1LI2
HIF1A,CCNK
HIF1A,COPS3
HIF1A,MYO5A
HIF1A,MTOR
HIF1A,PIGB
HIF1A,SH2B1
HIF1A,PGP
HIF1A,ADAMTSL3
HIF1A,RXRG
HIF1A,MMP28
HIF1A,DHX9
HIF1A,SLC24A1
HIF1A,WDR47
HIF1A,PTBP2
HIF1A,AK5
HIF1A,NID1
HIF1A,FAM76A
HIF1A,CSNK2A2
HIF1A,MMP15
HIF1A,WNT2B
HIF1A,GPR137B
HIF1A,TOR1AIP1
HIF1A,GRIN2A
HIF1A,ZNF362
HIF1A,HSPA6
HIF1A,AP3B2
HIF1A,CELSR2
HIF1A,ZNF280D
HIF1A,CKB
HIF1A,CACNA1H
HIF1A,BNC1
HIF1A,ARHGEF11
HIF1A,ALDH1A2
HIF1A,WDR26
HIF1A,XYLT1
HIF1A,GRB7
HIF1A,CBLN1
HIF1A,FABP3
HIF1A,CAMTA1
HIF1A,CYP1A1
HIF1A,PSMB10
HIF1A,ITGA10
HIF1A,ANXA9
HIF1A,SOX13
HIF1A,NR5A2
HIF1A,PPY
HIF1A,PADI3
HIF1A,IL4R
HIF1A,CALB2
HIF1A,LIN28A
HIF1A,TP73
HIF1A,FMO1
HIF1A,TRPV2
HIF1A,DNALI1
HIF1A,CCL2
HIF1A,THEMIS2
HIF1A,ZNF688
HIF1A,SCG3
HIF1A,DUOX2
HIF1A,SLC1A7
HIF1A,PLEKHA6
HIF1A,ACTC1
HIF1A,ZNF267
HIF1A,RAB26
HIF1A,DIO1
HIF1A,BRD7
HIF1A,ANPEP
HIF1A,ABCA4
HIF1A,THSD4
HIF1A,TOX3
HIF1A,EPS8L3
HIF1A,CX3CL1
HIF1A,ITGAM
HIF1A,TNFRSF14
HIF1A,CADM3
HIF1A,CA6
HIF1A,CYP11A1
HIF1A,GATM
HIF1A,GIPC2
HIF1A,SLC35E2B
HIF1A,CROCCP3
HIF1A,IL22RA1
HIF1A,ELMO3
HIF1A,SV2A
HIF1A,GAS8-AS1
HIF1A,THRA
HIF1A,DOC2A
HIF1A,SYCE1L
HIF1A,IFI35
HIF1A,GJB5
HIF1A,RAP1GAP2
HIF1A,CTRC
HIF1A,LMOD1
HIF1A,SLAMF8
HIF1A,CHI3L1
HIF1A,GSDMB
HIF1A,RLBP1
HIF1A,OR2C1
HIF1A,DPT
HIF1A,TMEM204
HIF1A,KLHDC8A
HIF1A,KSR1
HIF1A,RCAN3
HIF1A,ATXN2L
HIF1A,ZFHX3
HIF1A,RHBDF1
HIF1A,ARL6IP1
HIF1A,SLC27A3
HIF1A,MLST8
HIF1A,DUSP12
HIF1A,KDM6B
HIF1A,DARS2
HIF1A,HCFC1R1
HIF1A,EDC3
HIF1A,PTPRF
HIF1A,ZNF174
HIF1A,METTL9
HIF1A,KDM8
HIF1A,RAB27A
HIF1A,PMP22
HIF1A,PSMD7
HIF1A,SLC16A1
HIF1A,EIF3J
HIF1A,KIF1B
HIF1A,NOC2L
HIF1A,IRF6
HIF1A,UBE3A
HIF1A,TBC1D10B
HIF1A,PDE8A
HIF1A,ARHGEF16
HIF1A,EPB41
HIF1A,CDC42BPA
HIF1A,DYRK3
HIF1A,THBS1
HIF1A,NRAS
HIF1A,AGO4
HIF1A,VPS72
HIF1A,NTRK1
HIF1A,DFFA
HIF1A,SYNM
HIF1A,PSEN2
HIF1A,DENND4A
HIF1A,PHLDA3
HIF1A,ICMT
HIF1A,ATP6V0D1
HIF1A,NPRL3
HIF1A,NOS1AP
HIF1A,ID3
HIF1A,CYB5B
HIF1A,RANBP10
HIF1A,TGFBR3
HIF1A,HS2ST1
HIF1A,MON1B
HIF1A,CHD9
HIF1A,ECI1
HIF1A,MPHOSPH6
HIF1A,DCTPP1
HIF1A,ATPAF2
HIF1A,WDR61
HIF1A,FPGT
HIF1A,TAF13
HIF1A,NVL
HIF1A,PRKACB
HIF1A,TMEM183A
HIF1A,AGL
HIF1A,STX4
HIF1A,ETV3
HIF1A,GNAO1
HIF1A,AATF
HIF1A,ADAM15
HIF1A,TMEM87A
HIF1A,H6PD
HIF1A,ZNF821
HIF1A,MRPS15
HIF1A,BOLA1
HIF1A,SRRM2
HIF1A,RGL1
HIF1A,TRAP1
HIF1A,AP4E1
HIF1A,STARD5
HIF1A,SLFN12
HIF1A,POLR3C
HIF1A,C1orf112
HIF1A,FEM1B
HIF1A,NTN1
HIF1A,CEP104
HIF1A,TELO2
HIF1A,GTF3C1
HIF1A,BEND5
HIF1A,MVP
HIF1A,CAMK1G
HIF1A,ASH1L
HIF1A,RNPEP
HIF1A,TRIM45
HIF1A,SCARF1
HIF1A,XAF1
HIF1A,PEA15
HIF1A,ALOX15B
HIF1A,VAT1
HIF1A,HAPLN2
HIF1A,FCER1A
HIF1A,COL11A1
HIF1A,NEUROD2
HIF1A,OR1A1
HIF1A,FLG
HIF1A,SLC52A1
HIF1A,NIPAL3
HIF1A,TNFSF4
HIF1A,PPL
HIF1A,CFAP45
HIF1A,DUOX1
SMAD3,SFPQ
SMAD3,TUBB3
SMAD3,SLC50A1
SMAD3,PMVK
SMAD3,SERF2
SMAD3,WWP2
SMAD3,FLOT2
SMAD3,PINK1
SMAD3,GNAO1
SMAD3,SLC7A6
SMAD3,HHLA3
SMAD3,PFKP
SMAD3,MAST2
SMAD3,APH1B
SMAD3,CYLD
SMAD3,CBFB
SMAD3,ZNF629
SMAD3,AKTIP
SMAD3,LAMTOR2
SMAD3,LMNA
SMAD3,HP1BP3
SMAD3,MEF2A
SMAD3,USP1
SMAD3,MPP3
